Short_Name,School_ID,the_geom,Address,Zip,Lat,Long,Network,Governance,Grade_Cat,Grades,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
BEASLEY,610246,POINT (-87.62569157868394 41.798464959416506),5255 S State St,60609,41.798465,-87.625692,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1230,9,WASHINGTON PARK,3,Patricia R. Dowell
CHICAGO ACADEMY ES,610248,POINT (-87.77818680321612 41.94305591901944),3400 N Austin Ave,60634,41.943056,-87.778187,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3885,1,DUNNING,36,Nicholas Sposato
TALMAN,610249,POINT (-87.69026083933244 41.79404805043551),5450 S Talman Ave,60632,41.794048,-87.690261,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7850,8,GAGE PARK,14,Edward M. Burke
SALAZAR,610250,POINT (-87.63363243438305 41.901416533893645),160 W Wendell St,60610,41.901417,-87.633632,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8310,6,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
CATHER,610251,POINT (-87.69918700860963 41.88294992416009),2908 W Washington Blvd,60612,41.88295,-87.699187,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6780,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
DETT,610252,POINT (-87.680314966892 41.87986982049133),2131 W Monroe St,60612,41.87987,-87.680315,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7160,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
DVORAK,610254,POINT (-87.71574357133596 41.858883446108784),3615 W 16th St,60623,41.858883,-87.715744,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1690,5,NORTH LAWNDALE,24,Michael D. Chandler
ROBINSON,610256,POINT (-87.59906677134458 41.8173493266005),4225 S Lake Park Ave,60653,41.817349,-87.599067,Network 9,District,ES,"PK, K, 1, 2, 3",1(773)535-1777,9,OAKLAND,4,"William ""Will"" D. Burns"
MORTON,610257,POINT (-87.70510783023086 41.88917813407392),431 N Troy St,60612,41.889178,-87.705108,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6791,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
DULLES,610263,POINT (-87.61721417933283 41.779900493386286),6311 S Calumet Ave,60637,41.7799,-87.617214,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0690,9,GREATER GRAND CROSSING,20,Willie B. Cochran
ASHE,610268,POINT (-87.60117440817388 41.74018379060043),8505 S Ingleside Ave,60619,41.740184,-87.601174,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3550,12,CHATHAM,8,Michelle A. Harris
MCCUTCHEON,610269,POINT (-87.65475844818178 41.97094908241216),4865 N Sheridan Rd,60640,41.970949,-87.654758,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2680,2,UPTOWN,46,James Cappleman
JENSEN,610271,POINT (-87.70224105282095 41.87381494708294),3030 W Harrison St,60612,41.873815,-87.702241,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6840,5,EAST GARFIELD PARK,28,Jason C. Ervin
JOHNSON,610274,POINT (-87.70313876236544 41.86183619133296),1420 S Albany Ave,60623,41.861836,-87.703139,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1829,5,NORTH LAWNDALE,24,Michael D. Chandler
MOLLISON,610276,POINT (-87.61661794440623 41.81435828266922),4415 S Dr Martin L King Jr Dr,60653,41.814358,-87.616618,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1804,9,GRAND BOULEVARD,3,Patricia R. Dowell
TANNER,610279,POINT (-87.6067910349395 41.76067263482151),7350 S Evans Ave,60619,41.760673,-87.606791,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3870,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POWELL,610281,POINT (-87.55678924866949 41.76033179967894),7511 S South Shore Dr,60649,41.760332,-87.556789,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6650,12,SOUTH SHORE,7,Natashia Holmes
MCNAIR,610282,POINT (-87.746730778981 41.89781906890852),4820 W Walton St,60651,41.897819,-87.746731,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8980,3,AUSTIN,37,Emma M. Mitts
NEW FIELD,610284,POINT (-87.67316832831897 42.00770257031356),1707 W Morse Ave,60626,42.007703,-87.673168,Network 2,District,ES,"PK, K, 1, 2, 3",1(773)534-2760,2,ROGERS PARK,49,Joe A. Moore
ASHBURN,610287,POINT (-87.70960968186675 41.74235056646534),8300 S St Louis Ave,60652,41.742351,-87.70961,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7860,10,ASHBURN,18,Lona Lane
MAYS,610290,POINT (-87.63727734722184 41.77272749698267),6656 S Normal Blvd,60621,41.772727,-87.637277,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3892,11,ENGLEWOOD,6,Roderick T. Sawyer
LEE,610291,POINT (-87.72888429248569 41.775305386871715),6448 S Tripp Ave,60629,41.775305,-87.728884,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2255,10,WEST LAWN,13,Marty Quinn
MELODY,610293,POINT (-87.72466123099161 41.87879893150588),3937 W Wilcox St,60624,41.878799,-87.724661,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6850,5,WEST GARFIELD PARK,28,Jason C. Ervin
HIGGINS,610295,POINT (-87.64699403752527 41.68103136983004),11710 S Morgan St,60643,41.681031,-87.646994,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5625,13,WEST PULLMAN,34,Carrie M. Austin
LENART,610298,POINT (-87.62804036298056 41.7471859177014),8101 S LaSalle St,60620,41.747186,-87.62804,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0040,11,CHATHAM,21,"Howard B. Brookins, Jr."
KING ES,610299,POINT (-87.64133454023674 41.76533497916643),644 W 71st St,60621,41.765335,-87.641335,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3875,11,ENGLEWOOD,6,Roderick T. Sawyer
WESTCOTT,610300,POINT (-87.63475051610581 41.74886822495086),409 W 80th St,60620,41.748868,-87.634751,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3090,11,CHATHAM,17,Latasha R. Thomas
PHOENIX MILITARY HS,610304,POINT (-87.68696021852011 41.87911823064722),145 S Campbell Ave,60612,41.879118,-87.68696,SLA,District,HS,"9, 10, 11, 12",1(773)534-7275,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
LELAND,610305,POINT (-87.7492755544441 41.873586779781725),512 S Lavergne Ave,60644,41.873587,-87.749276,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6340,3,AUSTIN,29,Deborah L. Graham
RUDOLPH,610308,POINT (-87.6694767090183 41.883568167731944),110 N Paulina St,60612,41.883568,-87.669477,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)534-7460,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
MCDOWELL,610312,POINT (-87.5895894989699 41.73313231289348),1419 E 89th St,60619,41.733132,-87.589589,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-6404,12,CALUMET HEIGHTS,8,Michelle A. Harris
DE DIEGO,610313,POINT (-87.68575620336632 41.905293853004956),1313 N Claremont Ave,60622,41.905294,-87.685756,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4451,5,WEST TOWN,1,Proco (Joe) Moreno III
WHITE,610315,POINT (-87.6505385418787 41.672309406220215),1136 W 122nd St,60643,41.672309,-87.650539,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5672,13,WEST PULLMAN,34,Carrie M. Austin
EARHART,610316,POINT (-87.58218173801623 41.726107455157944),1710 E 93rd St,60617,41.726107,-87.582182,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6416,12,CALUMET HEIGHTS,8,Michelle A. Harris
BRIGHTON PARK,610317,POINT (-87.69207692951242 41.82390000005258),3825 S Washtenaw Ave,60632,41.8239,-87.692077,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7237,8,BRIGHTON PARK,12,George A. Cardenas
EVERGREEN,610319,POINT (-87.66781651171694 41.82935561852021),3537 S Paulina St,60609,41.829356,-87.667817,Network 8,District,ES,"6, 7, 8",1(773)535-4836,8,MCKINLEY PARK,12,George A. Cardenas
MARSHALL MIDDLE,610321,POINT (-87.71998811665746 41.95249186019569),3900 N Lawndale Ave,60618,41.952492,-87.719988,Network 1,District,ES,"7, 8",1(773)534-5200,1,IRVING PARK,45,John Arena
BOWEN HS,610323,POINT (-87.55755003399543 41.7346267201362),2710 E 89th St,60617,41.734627,-87.55755,OS4,District,HS,"9, 10, 11, 12",1(773)535-7650,12,SOUTH CHICAGO,7,Natashia Holmes
LOGANDALE,610325,POINT (-87.70804087664251 41.933970195336244),3212 W George St,60618,41.93397,-87.708041,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5350,4,AVONDALE,35,Rey Colon
OROZCO,610329,POINT (-87.67521045905876 41.85775480922287),1940 W 18th St,60608,41.857755,-87.67521,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7215,7,LOWER WEST SIDE,25,Daniel S. Solis
RABY HS,610334,POINT (-87.71542311972765 41.8862100591901),3545 W Fulton Blvd,60624,41.88621,-87.715423,OS4,District,HS,"9, 10, 11, 12",1(773)534-6755,5,EAST GARFIELD PARK,28,Jason C. Ervin
STAGG,610339,POINT (-87.64921669330236 41.7589247318467),7424 S Morgan St,60621,41.758925,-87.649217,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3565,11,ENGLEWOOD,17,Latasha R. Thomas
CHICAGO ACADEMY HS,610340,POINT (-87.77684656597673 41.94305449030517),3400 N Austin Ave,60634,41.943054,-87.776847,AUSL,District,HS,"9, 10, 11, 12",1(773)534-0146,1,DUNNING,36,Nicholas Sposato
SABIN,610342,POINT (-87.68304994229757 41.90681580935293),2216 W Hirsch St,60622,41.906816,-87.68305,Network 5,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4491,5,WEST TOWN,1,Proco (Joe) Moreno III
WOODSON,610345,POINT (-87.6084187686334 41.81449879541944),4414 S Evans Ave,60653,41.814499,-87.608419,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1280,9,GRAND BOULEVARD,3,Patricia R. Dowell
CLAREMONT,610347,POINT (-87.68106119710424 41.77751050740778),2300 W 64th St,60636,41.777511,-87.681061,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-8110,10,CHICAGO LAWN,16,JoAnn Thompson
BLACK,610350,POINT (-87.57664295133351 41.72969236094013),9101 S Euclid Ave,60619,41.729692,-87.576643,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6390,12,CALUMET HEIGHTS,8,Michelle A. Harris
DURKIN PARK,610352,POINT (-87.72995529264325 41.73884394054015),8445 S Kolin Ave,60652,41.738844,-87.729955,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2322,10,ASHBURN,18,Lona Lane
CALMECA,610353,POINT (-87.71165364021692 41.82437732701595),3456 W 38th St,60632,41.824377,-87.711654,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7000,8,BRIGHTON PARK,12,George A. Cardenas
NORTH RIVER,610354,POINT (-87.70715072858638 41.961721056162425),4416 N Troy St,60625,41.961721,-87.707151,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-0590,1,ALBANY PARK,33,Deborah Mell
COURTENAY,610355,POINT (-87.6638529630281 41.962307771602156),4420 N Beacon St,60640,41.962308,-87.663853,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5790,2,UPTOWN,46,James Cappleman
SPRY HS,610357,POINT (-87.6989461062751 41.847761694510176),2400 S Marshall Blvd,60623,41.847762,-87.698946,Network 7,District,HS,"9, 10, 11, 12",1(773)534-1997,7,SOUTH LAWNDALE,12,George A. Cardenas
EVERS,610362,POINT (-87.63930546861731 41.71566535732864),9811 S Lowe Ave,60628,41.715665,-87.639305,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2565,11,WASHINGTON HEIGHTS,34,Carrie M. Austin
DISNEY,610363,POINT (-87.64608274383954 41.9568161303528),4140 N Marine Dr,60613,41.956816,-87.646083,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5840,2,UPTOWN,46,James Cappleman
DUBOIS,610364,POINT (-87.61432001023347 41.653732981105236),330 E 133rd St,60827,41.653733,-87.61432,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5582,13,RIVERDALE,9,Anthony A. Beale
WACKER,610366,POINT (-87.64804432354694 41.71619329538309),9746 S Morgan St,60643,41.716193,-87.648044,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2821,11,WASHINGTON HEIGHTS,34,Carrie M. Austin
DEPRIEST,610367,POINT (-87.76629755491906 41.877978832845706),139 S Parkside Ave,60644,41.877979,-87.766298,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6800,3,AUSTIN,29,Deborah L. Graham
HUGHES L,610368,POINT (-87.62986865922376 41.70534232127106),240 W 104th St,60628,41.705342,-87.629869,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5075,13,ROSELAND,34,Carrie M. Austin
JACKSON M,610369,POINT (-87.64676673420541 41.73412547182453),917 W 88th St,60620,41.734125,-87.646767,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3341,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
WILLIAMS HS,610380,POINT (-87.62502998016339 41.806117596594504),4934 S Wabash Ave,60615,41.806118,-87.62503,Network 9,District,HS,"9, 10, 11, 12",1(773)535-1120,9,GRAND BOULEVARD,3,Patricia R. Dowell
BRONZEVILLE HS,610381,POINT (-87.62500446852336 41.805204169976314),4934 S Wabash Ave,60615,41.805204,-87.625004,OS4,District,HS,"9, 10, 11, 12",1(773)535-1150,9,GRAND BOULEVARD,3,Patricia R. Dowell
SOCIAL JUSTICE HS,610383,POINT (-87.73529946918104 41.83350727399463),3120 S Kostner Ave,60623,41.833507,-87.735299,Network 7,District,HS,"9, 10, 11, 12",1(773)535-4300,7,SOUTH LAWNDALE,22,Ricardo Munoz
INFINITY HS,610384,POINT (-87.73527796116318 41.83616881821603),3120 S Kostner Ave,60623,41.836169,-87.735278,Network 7,District,HS,"9, 10, 11, 12",1(773)535-4225,7,SOUTH LAWNDALE,22,Ricardo Munoz
MULTICULTURAL HS,610385,POINT (-87.73528329746294 41.83528187300786),3120 S Kostner Ave,60623,41.835282,-87.735283,Network 7,District,HS,"9, 10, 11, 12",1(773)535-4242,7,SOUTH LAWNDALE,22,Ricardo Munoz
PEACE AND EDUCATION HS,610386,POINT (-87.66737776498584 41.803514715263766),4946 S Paulina St,60609,41.803515,-87.667378,Options,District,HS,"10, 11, 12",1(773)535-9023,8,NEW CITY,20,Willie B. Cochran
ORR HS,610389,POINT (-87.72616633149474 41.89444882583946),730 N Pulaski Rd,60624,41.894449,-87.726166,AUSL,District,HS,"9, 10, 11, 12",1(773)534-6500,5,HUMBOLDT PARK,37,Emma M. Mitts
RICKOVER MILITARY HS,610390,POINT (-87.66578850828587 41.98902070918175),5900 N Glenwood Ave,60660,41.989021,-87.665789,SLA,District,HS,"9, 10, 11, 12",1(773)534-2890,2,EDGEWATER,48,Harry Osterman
LINDBLOM HS,610391,POINT (-87.67166185010217 41.78204080268008),6130 S Wolcott Ave,60636,41.782041,-87.671662,Network 11,District,HS,"7, 8, 9, 10, 11, 12",1(773)535-9300,11,WEST ENGLEWOOD,15,Toni L. Foulkes
WORLD LANGUAGE HS,610392,POINT (-87.73529221690441 41.8343966167672),3120 S Kostner Ave,60623,41.834397,-87.735292,Network 7,District,HS,"9, 10, 11, 12",1(773)535-4334,7,SOUTH LAWNDALE,22,Ricardo Munoz
UPLIFT HS,610394,POINT (-87.65247334602134 41.965547461223615),900 W Wilson Ave,60640,41.965547,-87.652473,Network 2,District,HS,"9, 10, 11, 12",1(773)534-2875,2,UPTOWN,46,James Cappleman
TARKINGTON,610396,POINT (-87.70644464815099 41.76440707535929),3330 W 71st St,60629,41.764407,-87.706445,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4700,10,CHICAGO LAWN,17,Latasha R. Thomas
DEVRY HS,610402,POINT (-87.69076139182408 41.941387639378604),3300 N Campbell Ave,60618,41.941388,-87.690761,Network 4,District,HS,"11, 12",1(773)697-2216,4,NORTH CENTER,47,Ameya Pawar
SUDER,610405,POINT (-87.67763611213762 41.88321451695421),2022 W Washington Blvd,60612,41.883215,-87.677636,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7685,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
COLLINS HS,610499,POINT (-87.70204158575562 41.86414856713303),1313 S Sacramento Dr,60623,41.864149,-87.702042,AUSL,District,HS,"9, 10, 11, 12",1(773)534-1840,5,NORTH LAWNDALE,24,Michael D. Chandler
AUSTIN POLY HS,610501,POINT (-87.76190894992583 41.88512294334246),231 N Pine Ave,60644,41.885123,-87.761909,Network 3,District,HS,"9, 10, 11, 12",1(773)534-6300,3,AUSTIN,37,Emma M. Mitts
MARINE MILITARY HS,610502,POINT (-87.6883137238018 41.87912345881399),145 S Campbell Ave,60612,41.879123,-87.688314,SLA,District,HS,"10, 11, 12",1(773)534-7818,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
FRAZIER PROSPECTIVE,610503,POINT (-87.72724437858491 41.86697962642255),4027 W Grenshaw St,60624,41.86698,-87.727244,Network 5,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6880,5,NORTH LAWNDALE,24,Michael D. Chandler
THOMAS,610504,POINT (-87.67754184981871 41.82777491308939),3625 S Hoyne Ave,60609,41.827775,-87.677542,Network 8,District,ES,PK,1(773)535-4088,8,MCKINLEY PARK,12,George A. Cardenas
TEAM HS,610506,POINT (-87.63301879085243 41.78148490334858),6201 S Stewart Ave,60621,41.781485,-87.633019,Network 11,District,HS,"9, 10, 11, 12",1(773)535-3530,11,ENGLEWOOD,20,Willie B. Cochran
AIR FORCE HS,610513,POINT (-87.63275698281277 41.828145321834505),3630 S Wells St,60609,41.828145,-87.632757,SLA,District,HS,"9, 10, 11, 12",1(773)535-1590,6,ARMOUR SQUARE,11,James A. Balcer
VOISE HS,610518,POINT (-87.76191637311881 41.885993286649324),231 N Pine Ave,60644,41.885993,-87.761916,Network 3,District,HS,"9, 10, 11, 12",1(773)534-0660,3,AUSTIN,37,Emma M. Mitts
LASALLE II,610520,POINT (-87.67369603159537 41.90291445672382),1148 N Honore St,60622,41.902914,-87.673696,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-0490,6,WEST TOWN,1,Proco (Joe) Moreno III
DAVIS M,610521,POINT (-87.66652988366556 41.77122111100117),6730 S Paulina St,60636,41.771221,-87.66653,Network 11,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9120,11,WEST ENGLEWOOD,16,JoAnn Thompson
EDISON PARK,610523,POINT (-87.81377123423816 41.99423794930761),6220 N Olcott Ave,60631,41.994238,-87.813771,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-0960,1,NORWOOD PARK,41,Mary O'Connor
ALCOTT HS,610524,POINT (-87.68056201292157 41.935794555495015),2957 N Hoyne Ave,60618,41.935795,-87.680562,Network 4,District,HS,"9, 10, 11, 12",1(773)534-5970,4,NORTH CENTER,32,Scott Waguespack
OGDEN HS,610529,POINT (-87.65940468390802 41.89354763742638),1250 W Erie St,60642,41.893548,-87.659405,Network 6,District,HS,"6, 7, 8, 9, 10, 11, 12",1(773)534-0866,6,WEST TOWN,1,Proco (Joe) Moreno III
SOUTH SHORE,610530,POINT (-87.59039610192795 41.767755108445684),1415 E 70th St,60637,41.767755,-87.590396,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-8340,12,SOUTH SHORE,5,Leslie A. Hairston
HERNANDEZ,610532,POINT (-87.71136992166338 41.79347932957567),3510 W 55th St,60632,41.793479,-87.71137,Network 8,District,ES,"6, 7, 8",1(773)535-8850,8,GAGE PARK,14,Edward M. Burke
PRIETO,610533,POINT (-87.76578057074568 41.921317581925514),2231 N Central Ave,60639,41.921318,-87.765781,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-0210,3,BELMONT CRAGIN,36,Nicholas Sposato
SKINNER NORTH,610534,POINT (-87.6448414953384 41.905109118819546),640 W Scott St,60610,41.905109,-87.644841,Network 4,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8500,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
CAMRAS,610539,POINT (-87.77012725781505 41.93493062213945),3000 N Mango Ave,60634,41.934931,-87.770127,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2960,3,BELMONT CRAGIN,30,Ariel E. Reboyras
LORCA,610541,POINT (-87.72478312317251 41.9400259129367),3231 N Springfield Ave,60618,41.940026,-87.724783,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-0950,4,AVONDALE,30,Ariel E. Reboyras
WEST RIDGE,610542,POINT (-87.70591720544945 42.00295899409873),6700 N Whipple St,60645,42.002959,-87.705917,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8250,2,WEST RIDGE,50,Debra L. Silverstein
SOLORIO HS,610543,POINT (-87.71105882230168 41.79520055470527),5400 S St Louis Ave,60632,41.795201,-87.711059,AUSL,District,HS,"9, 10, 11, 12",1(773)535-9070,8,GAGE PARK,14,Edward M. Burke
AZUELA,610544,POINT (-87.73992023347819 41.77107907225546),4707 W Marquette Rd,60629,41.771079,-87.73992,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7395,10,WEST LAWN,13,Marty Quinn
SOUTH SHORE INTL HS,610547,POINT (-87.57635263812654 41.7587916625376),1955 E 75th St,60649,41.758792,-87.576353,Network 12,District,HS,"9, 10, 11, 12",1(773)535-8351,12,SOUTH SHORE,8,Michelle A. Harris
STEM,610548,POINT (-87.66496913288216 41.868575878810084),1522 W Fillmore St,60607,41.868576,-87.664969,Network 6,District,ES,"K, 1, 2, 3, 4, 5, 6, 7",1(773)534-7300,6,NEAR WEST SIDE,28,Jason C. Ervin
BANNER WEST HS,610555,POINT (-87.75406405283628 41.89567772457178),819 N Leamington Ave,60651,41.895678,-87.754064,Options,ALOP,HS,"9, 10, 11, 12",1(773)854-1188,3,AUSTIN,37,Emma M. Mitts
PATHWAYS - ASHBURN HS,610557,POINT (-87.70406006745607 41.73523902190375),3284 W 87th St,60652,41.735239,-87.70406,Options,ALOP,HS,"9, 10, 11, 12",1(773)434-6300,10,ASHBURN,18,Lona Lane
GOODE HS,610558,POINT (-87.70734534775977 41.75374980207247),7651 S Homan Ave,60652,41.75375,-87.707345,Network 10,District,HS,"9, 10, 11, 12",1(773)535-7875,10,ASHBURN,18,Lona Lane
SHIELDS MIDDLE,610559,POINT (-87.68977977296805 41.8064914104356),2611 W 48th St,60632,41.806491,-87.68978,Network 8,District,ES,"5, 6, 7, 8",1(773)535-7115,8,BRIGHTON PARK,14,Edward M. Burke
CRANE MEDICAL HS,610561,POINT (-87.68330134670538 41.87694744336734),2245 W Jackson Blvd,60612,41.876947,-87.683301,Network 6,District,HS,"9, 10, 11",1(773)534-7600,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
BACK OF THE YARDS HS,610563,POINT (-87.67754136778272 41.808412542810615),2111 W 47th St,60609,41.808413,-87.677541,Network 8,District,HS,"9, 10, 11",1(773)535-7320,8,NEW CITY,15,Toni L. Foulkes
DISNEY II HS,610564,POINT (-87.72136351148762 41.95248766904792),3900 N Lawndale Ave,60618,41.952488,-87.721364,ISP,District,HS,"7, 8, 9, 10, 11",1(773)534-5010,1,IRVING PARK,45,John Arena
CAMELOT - EXCEL ENGLEWOOD HS,610565,POINT (-87.64912434651714 41.763895973142),7141 S Morgan St,60621,41.763896,-87.649124,Options,Contract,HS,"9, 10, 11, 12",1(773)675-6674,11,ENGLEWOOD,6,Roderick T. Sawyer
MAGIC JOHNSON - N LAWNDALE HS,610566,POINT (-87.70660367628103 41.86647785073419),3222 W Roosevelt Rd,60624,41.866478,-87.706604,Options,ALOP,HS,"9, 10, 11, 12",1(773)826-1137,5,NORTH LAWNDALE,24,Michael D. Chandler
MAGIC JOHNSON - ROSELAND HS,610567,POINT (-87.64269696855584 41.69515983904818),10928 S. Halsted Ave,60661,41.69516,-87.642697,Options,ALOP,HS,"9, 10, 11, 12",1(773)468-1505,13,MORGAN PARK,34,Carrie M. Austin
PATHWAYS - AVONDALE HS,610568,POINT (-87.70520632194193 41.939433208880146),3100 W Belmont Ave,60618,41.939433,-87.705206,Options,ALOP,HS,"9, 10, 11, 12",1(773)588-5007,4,AVONDALE,33,Deborah Mell
OMBUDSMAN - NORTHWEST HS,610569,POINT (-87.80668177202595 42.01717123859378),7500 N Harlem Ave,60631,42.017171,-87.806682,Options,ALOP,HS,"9, 10, 11, 12",1(312)806-9022,1,EDISON PARK,41,Mary O'Connor
OMBUDSMAN - SOUTH HS,610570,POINT (-87.68363453098567 41.78302658100531),6057 S. Western Ave,60635,41.783027,-87.683635,Options,ALOP,HS,"9, 10, 11, 12",1(773)498-5085 x6803,10,CHICAGO LAWN,16,JoAnn Thompson
OMBUDSMAN - WEST HS,610571,POINT (-87.68784229473063 41.87467299423606),2401 W. Congress Pkwy,60612,41.874673,-87.687842,Options,ALOP,HS,"9, 10, 11, 12",1(312)243-1550,6,NEAR WEST SIDE,28,Jason C. Ervin
PROLOGUE - WINNIE MANDELA HS,610574,POINT (-87.5758830347429 41.752015881353145),7847 S Jeffery Blvd,60649,41.752016,-87.575883,Options,ALOP,HS,"9, 10, 11, 12",1(773)-375-052,12,SOUTH SHORE,8,Michelle A. Harris
MAGIC JOHNSON - ENGLEWOOD HS,610582,POINT (-87.64628397589932 41.76872909028501),845 W. 69th Street,60621,41.768729,-87.646284,Options,ALOP,HS,"9, 10, 11, 12",1(773)962-9256,11,ENGLEWOOD,6,Roderick T. Sawyer
